Site,ALB.17,AUS.18,AUS.18a,AUT.70,BGR.66,BRA.53,BRA.53a,BWA.19,CAN.22,CAN.22a,CAN.22b,CAN.22c,CHE.67,CHN.64,CIV.13,COL.2,CZE.23,DEU.27,DNK.71_RA,DNK.71_RD,DNK.71_RL,ECU.14,ECU.14a,ESP.75,ETH.24,FIN.25,GEO.59,GHA.4,HRV.68,HUN.61,IND.11,IRL.69,IRN.12,ISL.28,ISR.29,ITA.30,KAZ.6,KEN.72,KHM.21,LKA.40,LUX.32,LVA.31,MDA.65,MKD.62,MLT.63,MYS.54,NGA.50,NLD.43,NOR.34,NPL.33,NZL.56,PAK.7,PER.35,POL.36,SEN.8,SGP.52,SRB.37,SVK.9,SVN.38,SWE.41,SWE.41a,TGO.44,TUR.46,TZA.15,USA.74,USA.74a,USA.74b,USA.74c,USA.74d,USA.74e,USA.74f,USA.74g,USA.74h,USA.74i,VNM.48,XK.60,ZAF.39,ZMB.49,ZMB.49b
Country,ALB,AUS,AUS,AUT,BGR,BRA,BRA,BWA,CAN,CAN,CAN,CAN,CHE,CHN,CIV,COL,CZE,DEU,DNK,DNK,DNK,ECU,ECU,ESP,ETH,FIN,GEO,GHA,HRV,HUN,IND,IRL,IRN,ISL,ISR,ITA,KAZ,KEN,KHM,LKA,LUX,LVA,MDA,MKD,MLT,MYS,NGA,NLD,NOR,NPL,NZL,PAK,PER,POL,SEN,SGP,SRB,SVK,SVN,SWE,SWE,TGO,TUR,TZA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,VNM,XK.,ZAF,ZMB,ZMB
Country Full,Albania,Australia,Australia,Austria,Bulgaria,Brasil,Brasil,Botswana,Canada,Canada,Canada,Canada,Switzerland,China,COTE DIVOIRE,Colombia,Czech Republic,Germany,Denmark,Denmark,Denmark,Ecuador ,Ecuador ,Spain,Ethiopia,Finland,Georgia,Ghana,Croatia,Hungary,India,Ireland,Iran,Iceland,Israel,Italy,Kazakhstan,Kenya,Cambodia ,Sri Lanka,Luxembourg,Latvia,Republic of Moldova,Republic of Macedonia,Malta,Malaysia,Nigeria,The Netherlands,Norway,Nepal,New Zealand,Pakistan,Peru,Poland,Senegal,Singapore,Serbia,Slovak Republic,Slovenia,Sweden,Sweden,Togo,Turkey,Tanzania,USA,USA,USA,USA  ,USA,USA  ,USA  ,USA  ,USA  ,USA  ,Vietnam,Kosovo,South Africa,Zambia,Zambia
Continent,Europe,Oceania,Oceania,Europe,Europe,South America,South America,Africa,North America,North America,North America,North America,Europe,Asia,Africa,South America,Europe,Europe,Europe,Europe,Europe,South America,South America,Europe,Africa,Europe,Asia,Africa,Europe,Europe,Asia,Europe,Middle East,Europe,Middle East,Europe,Asia,Africa,Asia,Asia,Europe,Europe,Europe,Europe,Europe,Asia,Africa,Europe,Europe,Asia,Oceania,Asia,South America,Europe,Africa,Asia,Europe,Europe,Europe,Europe,Europe,Africa,Europe,Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Asia,Europe,Africa,Africa,Africa
blaCARB_clust1,0.162516616,0.929231553,1.296569553,0,0.226245688,2.212432786,0.307520091,5.748118683,1.047380907,0.844878011,0.637434429,0.243397071,0.175538185,2.101117971,79.0877605,0.272306507,0.079865909,0.416232166,0.094497692,0,0.122732771,0.269583582,1.199945985,0.635471081,10.47852209,0.185017084,0,15.28625325,0,0,0.721076875,0.346274123,1.88602012,0.061265742,1.978112567,0.427588419,1.240260843,17.12221511,4.34703339,0.128566507,0.138186729,1.099290196,0.193225094,0.099076196,0.510741806,0.607717049,40.31565522,0,0.140250185,2.931410523,0,2.426594996,1.645980002,0.585298586,1.453216103,1.719512998,0.07107304,0.534471364,0.07303599,0.644119179,0.057753159,4.848261592,0.304517865,13.0817304,0.184871229,0.694265326,0.419746939,0.293017196,0.356821123,1.610069257,0.600389644,0.491955468,0.124110714,0.157187604,1.864803146,0.531732394,2.216268119,5.468412377,3.948796487
blaCARB_clust2,3.597322086,3.983570146,4.544235839,0.896419326,0.903142554,38.75803008,0.445852708,12.05383775,8.053148579,2.216413549,1.124250971,0.37242194,2.059197938,0.705744215,51.74511346,0.277770852,1.003532513,0.301733518,5.297559558,3.810728174,3.881064718,0.538070816,0,84.16283263,5.723580298,2.754692562,0.038762753,2.33915247,8.091606504,3.250376699,0.072352955,11.09044447,5.009640301,0.124990311,4.35906674,0.28551026,3.665006876,12.09293873,9.865990966,1.011826127,1.550556772,4.111614948,1.297206544,0.835907638,3.852086637,0.265709425,5.398326026,0.833115147,0.626449404,15.66667593,0.04530507,1.158731321,27.45735741,3.195289473,15.46011925,1.736538181,0.362496273,1.371937983,23.86054033,5.795012927,1.001505447,0,7.81668867,6.874604356,1.429505956,0.169990825,5.948286586,7.686876386,1.496090351,0.907981521,5.572721022,5.392161754,1.012809842,105.0239252,0.495799711,5.663467113,7.871739266,10.05800787,10.95151123
blaCARB_clust3,0.042293147,0.137380331,0.066217969,0,0,0.08406528,0,0,0,0.286638257,0,0,0,0,0,0,0,0,0.188995383,0,0,0,0,5.784881432,0,0,0,0,0.097344103,0,0,0,0.150231428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12693453,0,0,0,0,0.108984166,0.954871898,0,0.035623767,0,0,0,0,0,0,0,0,0,0,0,0.260032802,0,0.05337442,0.058712473,0,0.072451192,0,8.294501604,0,0,0,0.852953756,0.258043517
blaCFE,0,0,0.050096841,0,0,0,0,0,0,0,0.025881663,0,0,0,0,0,0,0,0.071491709,0,0,0,0,0,0.050336799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032999129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177474
blaCGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047695733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaCME,0,0.067065736,0,0,0,0,0.300247657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054352424,0,0,0,0,0,0,0,0,0.073086261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073234044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaCMY-98,0,0,0,0,0,0,0,1.16269544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185921147,0,0,0,0,0,0,0,0.172150133,0,0,0,0,0,0,0,0,0.033436783,0,0,0,0,0,0,0,0.110124416,0,0,0,0.167089783,0,0,0.081925215,0,0,0,0,0,0,1.587907767,0,0,0,0,0,0,0,0,0,0,0,0,0.131073487,0,0,0,0.107896662
blaCMY_blaBIL_blaLAT,0.032080628,0.519671673,2.004268787,0.247640325,0.494929777,0.508793001,1.163263173,4.208776748,1.260870778,0.867418392,0.932081302,0.486093428,0.4204645,0.552401885,13.52665099,2.177046354,0.181266344,0.39445576,0.85790051,0.259368933,0.195986886,0,0.917919714,1.217914215,1.358439191,0.503292614,0.060680959,3.357464305,0.294580585,0,3.51180253,0.385810692,14.09809899,0.09783273,2.085571757,0,0.887925812,4.63591259,0.561624236,0.396076156,0.055166168,1.025537759,0.627208031,0.115461834,4.413660883,0.72791862,0.576441776,0.108682997,0.05462478,0.078606795,0,13.1130438,0.632339709,0.22736591,1.186054683,1.729925946,0.113493598,0.743432363,0.221164933,0.807923798,0.138335446,0.313424727,0.094127665,5.687948457,1.258769806,0.133055646,2.230262329,1.805204759,0.565321738,1.688023331,1.61225715,1.809102658,0.990936331,1.128875064,0.646925136,0.254765702,0.786560112,9.939454853,1.491155761
blaCMY_blaMOX,0,0.103662965,0,0,0.070506429,0,0.34806778,1.271645434,0.073963797,0,0.025814087,0,0.069894447,0.183653194,0.444730081,0,0,0.078518992,0,0,0.781900683,0.042006051,0.366017088,0.189786665,0,0,0.181567569,0,0.073452861,0,0.451875371,0.038480335,0.850200051,0.146365938,0.567171869,0.222891822,0,0.14599023,0,0,0.055022131,0,0.029785345,0.076773578,1.00241419,0.051858432,0.095780885,0.108399229,0.054339533,0,0.03536871,0.164472188,0.540387687,0,0.053761194,0,0.056598635,0,0,0,0,1.875638313,0.140822851,2.138016694,0.836988801,0,0.261616988,0.150024546,0,0.132907869,0,0.109338874,0.494174515,0.250351014,2.9932667,0,0.130751072,1.351586514,1.150569065
blaCTX-M_clust1,0.041858628,0,1.638441197,0.053994637,0.046239662,0.166403191,0,0,0.679099113,0,0.677177761,0.127116621,0.275029862,0.48177516,0,1.137718967,0.079045369,0.102988952,0.467634125,0.113103804,0,0.165290932,0.240042028,0.099573004,0.92192193,0.094024324,0.198459985,0.399204674,0,0,2.148535851,0.050472495,0.52040784,0.063993327,0,0,0.804185706,0.446803431,0.183681899,0.086340186,0,0.574115599,0.195338818,0.100699591,1.257644724,0.136039586,0.502521632,0.284362362,0.142548228,0.102834916,0.04639115,3.775256312,0.236265393,0,0.352577696,0,0.148474501,0,0.28914248,0.162573547,0,0.136676079,0,2.460930733,0.182971867,0,0.600509542,0,0.369782369,0,0.124050297,0,0.58336286,0.164185682,0.676913761,0,0,1.097447693,0.742959666
blaCTX-M_clust2,0,0,1.048602366,0,0,0.083201595,0,0.333589179,0,0.283693344,0.067717776,0,0,0.96355032,0.097221245,0.284429742,0,0.102988952,0,0,0,0,0,0.099573004,0.065851566,0.094024324,0,0.399204674,0,0,0.222262329,0,0.148687954,0,0.247975829,0,0.089353967,0.063829062,0.367363798,0,0,0,0,0.050349795,0.057165669,0.136039586,0.125630408,0,0,0,0,0.755051262,0.118132696,0,0.03525777,0.323303186,0,0,0,0,0,0,0,0.171692842,0.365943734,0,0.171574155,0,0.211304211,0,0,0,0,0.164185682,0.304844611,0,0,0,0.046434979
blaCTX-M_clust3,0,0,0.262150592,0,0,0,0,0,0,0,0,0,0,0.24088758,0,0,0,0,0,0,0,0,0,0,0,0.094024324,0,0,0,0,0,0,0,0,0,0,0,0.063829062,0,0.086340186,0,0,0,0,0.400159685,0,0,0,0,0,0,0.107864466,0.236265393,0.148722222,0.03525777,0,0,0,0,0,0,0,0,0.114658564,0,0,0,0,0,0.058109263,0.124050297,0,0.129636191,0,0,0,0,0,0.046434979
blaCTX-M_clust4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097221245,0,0,0,0,0,0,0,0,0,0,0.094024324,0,0,0,0,0.148174886,0,0,0,0,0,0,0,0,0.086340186,0,0,0,0,0.228662677,0,0,0,0,0,0,0.107864466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124050297,0,0,0,0.033845688,0,0,0,0.092869958
blaCTX-M_clust5,0,0,0.065537648,0,0,0,0,0,0,0,0.033858888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367363798,0,0,0,0,0,0,0,0,0,0,0,0,0.107864466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052826053,0,0,0,0,0,0,0,0,0,0.02321749
blaCTX-M_clust7,0,0,0,0,0,0.166403191,0.152180319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057362115,0.068019793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058109263,0,0,0,0,0,0,0,0,0
blaDES-1,0,0,0.117766112,0.048512105,0,0,0.683640819,0.899151141,0.08716349,0,0.091262726,0,0,0,0.174699099,1.022196734,0.071019224,0,0.33612102,0,0,0,0,0.536775085,0.0591651,0.084477239,0,0,0,0,0.465953027,0.045347595,0,0,0.222796744,0,0,0,2.310435703,0,0,0.171940261,0,0,0.205444621,0.061113168,0,0,0,0,0,0.581472445,0,0.133621196,0.09503325,0,0,0,0.064945849,0.146066079,0.054199118,0,0,0.051419805,0.493179555,0,0.231229169,0.176798157,0.047462177,0.052208937,0.445817682,0.064425829,0.174709698,0.147514521,0.030409049,0,0,0.075847272,0.271180278
blaDHA_MOR,0,0,0.30216305,0.041490616,0,0,0,0.128168474,0,0,0.026017882,0,0.070446245,0.185103088,0.52294796,0,0,0,0,0,0,0,0.184453348,0,0,0,0,0,0.148065505,0,0.853955266,0,1.542441882,0,0,0,0.06866147,0.098095189,0.423435115,0.331728083,0,0,0,0,0.175709215,0.104535682,0,0,0,0.079020515,0,0.745967939,0.090775651,0,2.817652491,0.372649461,0,0,0.055545792,0,0,0,0.094623073,0.08795493,0,0,0.065920596,0,0,0.089304761,0,0.110202075,0,0.126163735,1.742518529,0,0,0.064869378,0.071363231
blaEBR-1,0,7.402238536,1.621779083,1.336138477,1.659141755,0.205888693,0,0,0,0.351010408,0.502718405,0.943679323,0.567151974,0.298047345,0,0.351921545,1.858236051,0.254854017,0.231439262,0.139941995,0.158616505,2.317808439,0,0.061600248,0,1.512357343,0,0,0.238410558,0,0.091667514,0.874286263,8.18665795,0.158356368,0.306817551,0.452158728,2.432245281,0.315899762,0,0,0.08929439,0,0.483380803,0.498377635,0.424382426,0.084160083,0.155441013,0,0.352746463,0,0.22959688,0.266918848,0.438492551,0.18401224,0,0,1.28594017,0,0.26831442,1.307477086,0.970302012,0.169107692,2.285387789,0.35405586,0,0,0.212286666,0,0.130722097,0.862774813,0,0.17744402,0.160397321,0,0.670029892,0.164949997,0,0.104450693,0.028726724
blaERP-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085752838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaFONA_clust,0,0,0,0,0,0,0,0,0.28710947,0.83957895,0.200408013,0.501595316,0,0,0,0,0,0,0,0.055787687,0,0.054352424,0,0.147341134,0.194885041,0,0,0,0,0,0,0.199161736,0,0.063128552,0,0,0,0,0,0,0,0,0,0,0,0.134201213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080188304,0,0,0,0,0,0,0,0,0.104224374,0,0,0.070737819,0,0,0.033388314,0,0,0,0
blaFOX_clust,0.223391738,0.051831483,0,0.246993745,0.38778536,0,0,0.254329087,0.073963797,0.432576796,0,0.290741932,0,0.367306388,0,0,0.120528709,0.078518992,0.64174542,0.172461153,0.293212756,0,0,0.531402663,0.100410744,0.143368682,0.151306307,0,0.514170029,0,0,0.076960671,1.020240061,0.292731876,0.18905729,0.668675466,0.681236514,0,0,0,0,0.145902311,0.119141378,0.345481102,1.874078703,0.051858432,0,0.758794605,0,0.31360622,0,0,0,0.45354453,0,0,0,0.329551683,0.055110708,0.185919618,0.045991419,0.104202128,2.01846086,0.043632994,0.139498133,0.066354121,0.196212741,0,0,0,0,0,0.543591966,0.751053043,0.619296559,0.101640207,0,0,0.017701063
blaGES_clust,1.740039909,18.81752779,11.49548549,2.791972692,5.1570067,23.36693691,21.60115087,9.132003772,1.377062089,0.862900587,0.583595556,1.417703428,3.253246742,17.09632686,15.57430333,2.307041239,4.488020404,4.803290293,1.327561321,1.376096285,1.949661208,1.117244264,11.68204538,3.180112809,8.345771444,12.20226779,0.160973099,6.071237747,6.349336741,3.374523031,18.47864311,0.255867507,17.4873555,30.88389055,15.08519624,4.223916114,4.892129714,12.2959595,27.56248941,1.006702586,10.75625344,4.850745224,4.238309739,7.504217407,33.15291231,17.44802157,12.22802638,0.720779597,1.083960485,1.772474042,0.188141888,15.74821204,29.22471649,5.880724518,1.108171286,15.07850135,5.419319288,8.21733688,4.617243983,7.911912626,2.752298976,1.108594867,0.686674387,43.92554691,0.742052571,0.529450592,2.522378374,2.394141708,1.285433951,1.296159384,1.50927861,3.053515842,4.337410897,3.495786822,2.539366762,6.150114809,24.34330716,13.8658295,5.484809442
blaGOB-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10894882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaGOB_clust1,0,0,0,0,0,0,0.939852304,0,0,0,0,0,0,0,0,0,0,0,0,0.056746239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071953245,0,0,0,0,0,0,0
blaGOB_clust2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116617901,0,0,0,0,0,0,0,0.169418306,0
blaHERA_clust,0,0,0,0,0,0.083487511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068253538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086081878,0,0,0,0,0,0,0,0,0,0,0,0
blaIMP_clust1,0,0.080370275,0.077477705,0.063831717,0,0,0,0.197182268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353141503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05103509,0,0,0,0,0,0,0,0.672338539,0,0,0,0.255031774,0,0,0.04168125,2.102125167,0,0,0.085455065,0,0,0,0,0,0,0,0.202832604,0,0,0,0,0.084770827,0.07662706,0,0,0,0.608230694,0.099799043,0
blaIMP_clust4,0,0,0,0.063831717,0,0.098359781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151552612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085317717,0,0,0,0,0,0,0.168084635,0,0,0,0,0,0,0,0.191102288,0,0,0,0,0,0,0,0,0,0,0,0,0.062450232,0,0,0,0,0.194098054,0,0,0,0,0.027447397
blaIMP_clust5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191879126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaIMP_clust6,0,0,0,0.127150729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11298171,0,0,0,0,0,0,0.085710409,0,0,0,0,0,0,0,0.17713422,0,0,0,1.500611017,0,0,0,0,0,0,0,0.191102288,0,0.12775131,0.084768679,0,0,0,0,0,0,0,0.100601713,0,0,0,0,0,0,0,0,0,0,0,0.027447397
blaIND-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586159778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaIND_clust1,0,0,0,0,0.11251651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blaJOHN-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775340597,0,0,0,0,0.139639315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794225797,0,0,0,0,0,0,0,0,0,0,0,0.396905258,0,0,0,0
blaKPC_clust,0,0,0.914311216,0,0.045925106,4.477001106,0.151145079,0,0,0,0.067487443,0.126251882,0,0,0,0,0,0,0,0,0,0,1.438271228,0.296686909,0,0,0,0,0.095688591,0,0,0,0,0,0,0.072591469,0.266846202,0,0,0,0,0,0.038801996,0.05000728,0,0.067557073,0,0,0,0,0,0.107130694,0.117329073,0,0,0,0,0.107328482,0,0,0,0,0,0,0.182971867,0,0.085203492,0.293160209,0.052466692,0,0.123206417,0.42731417,0,0.163068773,0.100846336,0,0.340664357,0,0.023059547
blaL1,0,0,0.065989632,0.054367014,0.046558556,0,0,0,0.195366444,0,0.034092398,0,0,0,0,0,0,0,0,0.056941915,0,0,0,0.050129857,0,0,0,0,0,0,0,0,0,0,0,0.073592731,0,0,0,0,0,0,0,0.152091106,0,0,0,0,0,0,0,0,0.118947405,0,0,0,0,0,0,0,0.060740391,1.513805404,0,0,0.184233742,0,0,0,0,0,0.249811632,0.07220136,0.261060468,0,0.136316426,0,0,0,0
blaLEN_clust,0.046474218,0,0.266717675,0.059948418,0,0.092375916,0.168960659,0.524587225,0.101171909,0,0.137795057,0.141133283,0,0.496295561,0.2115495,0.289384964,0,0.228690297,0,0.243379444,0,0,0.244223945,0.153227934,0,0.382649513,0,0.812318918,0,1.693140476,0.226134495,0.053788206,0,0,0.252295965,0,0,0.271852736,0,0.043922185,0,0,0,0.107128643,0.174484761,0.484433646,0.255638182,0,0,0,0.047199359,0.119758266,0,0,0,0,0.075530582,0.10994625,0,0.082702919,0,0,0,0.235674651,0,0,0.174563252,0.109238405,0.217535479,0.059121619,0,0.439560369,0,0,0.034435334,0,0,0.257669305,0.428471926
blaMAL_blaCKO,0,0,0,0,0,0,0,0,0,0,0.065692992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037899624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166370965,0,0
blaMIR_clust,0,0.051967167,0.150290522,0.082546775,0,0.254396501,0.232652635,1.657466653,0.22247226,0,0.232934968,0.194335358,0,0.552401885,0.743157161,0.217417499,0,0.078724539,0.071491709,0.043228156,0.195986886,0,0.183487624,0.076113396,0.151010398,0.215615988,0,0.305151217,0,0,1.642336305,0,0.170485141,0,1.137313224,0,0,0.195163204,0,0,0,0,0,0.076974556,0.218486589,1.45583724,0.288094862,0,0.054481784,0,0,0.247354116,0.180600771,0,0.646823166,1.359227529,0,0.082603596,0,0,0.138335446,0,0,0.481219379,0,0.199583469,0.065575462,0.15041728,0.080760248,0.222092993,0.094823787,0.164437652,0.049546817,0,1.086606069,0.05095314,0.65546676,1.032475961,0.514674611
blaMOX_clust,0.031829998,0.10339301,0.099671839,0,0.070322819,0.06326788,0.347161353,0.507333543,0.073771183,0,0.051493726,0.096661597,0.06971243,0.732699723,0.14785731,0,0,0,0,0.043003009,0,0,0.547595877,0.151433943,0,0,0,0,0,0,0.394361286,0,0.73492119,0.194646369,0.942824765,0.055577844,0.33973123,0.097073364,0.139674777,0.032827258,0.054878844,0,0,0,1.999607473,0.155170152,0.095531456,0,0,0,0,0.246065813,1.167790925,0.113090856,0.026810596,0,0,0.082173369,0,0,0,1.870753838,0.046818708,4.917688376,0.139134857,0,0,0.374084642,0.040169811,0.132561755,0,0.490743617,0.147866281,0,5.970943468,0.050687759,0.391231722,1.091292137,1.889081364
blaNDM_clust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042767761,0,0,0,0,0,0,0,0,0,0,0.068775225,0,0,0,0,0,0.10850288,0,0,0,0,0,0,0,0.116222967,0.127286891,0,0,0,0,0,0,0,0,0,0,0.246663271,0,0,0,0,0,0,0,0,0,0,0.072936833,0,0,0,0
blaNPS_LCR_clust,0.280982054,0.228177677,0.879861755,0.18122338,0.310390372,0.186167554,1.362043011,3.358897939,5.209771846,0,0.227282651,0.426644292,3.17952785,1.616992492,9.789173632,0,0.884338996,0.921770851,5.231768754,1.644988663,1.577656885,0.246564251,1.342763837,2.896391743,2.799574642,0.525959819,0.088812744,39.30254137,1.185658638,0,0.911758112,0.621140432,3.742834708,0.071594067,4.993720135,1.880703122,0.899702016,2.57077048,1.232991138,0.048297575,2.987427651,2.141018582,0.131123988,1.070270744,4.157104992,0.38049386,30.64034196,0.954411605,0.239218866,0.23009805,0.05190121,11.46421566,0.660818914,1.996638563,1.420037065,0.723406362,0.166109403,0.241797499,0.727841416,0.090941524,0.134978647,35.01630683,2.13536361,6.979105709,1.023520788,0,2.879290415,3.632490867,0.118200823,2.53543403,2.49811632,2.727606926,2.538087881,3.857419941,0.530119436,0.372875472,1.534947446,9.350137901,4.389795688
blaOCH_clust,0.031260152,0,0.048943717,0,0.034531921,0,0,0,0,0,0.025285921,0,0.205393145,0,0,0,0,0.153824931,0,0,0,0,0,0,0,0,0,0,0,1.242791091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170765989,0.05079739,0.187642348,0,0,0,0,0,0,0,0.026330611,0,0,0,0.053983123,0,0.045050418,0,0,0,0.136643952,0,0,0.073477495,0,0.043396176,0,0,0.048406353,0,0,0,0.128075858,0,0
blaOKP_clust,0,0,0,0.219741241,0.098383562,0.338604402,0,0.678801674,0.098704301,0,0.206692585,0.517324786,0.093273774,0.501796539,0.103608042,0,0,0.419132739,0.095156212,0,0,0.056056855,0.48844789,0,0.066998806,1.05228616,0,0.406159459,0.098022459,0,1.356806973,0.102703613,0.151278337,0,0,0,0.090910657,0,0.373763864,0.046006085,0.073426746,0.389411742,0,0,0.348969521,2.64291641,0.511276364,0,0.145031647,0,0,0,0,0,0.179360082,2.803756203,0,0,0,0.248108758,0,0,0,0.174684006,0,0,0.612518927,0.400413944,3.818542087,0.118243238,0,0.364780389,0.065947331,0,0.27875026,0,0.348973243,0.257669305,0.543305435
blaOXA-12,0.046123469,0,0,0,0.101901745,0,0,0,0,0,0,0,0,0,0.107126806,0,0,0,0.412223893,0.124627588,0.141258472,0,0,0,0,0,0.043736087,0,0.106160173,0,0.081635975,0.055614975,0.081918646,0,0,0.241606324,0.098457957,0,0,0,0,0,0,0,0.503920768,0,0,0.313335131,0,0.113312436,0,0,0.130168858,0,0,0,0,0,0,0,0.132941234,2.108421935,0.203528875,0.12612405,0,0.095900485,0.189055295,0,0,0,0,0.079012809,0.21426661,0,2.051176416,0,0,0.09302024,0.10233218
blaOXA-18,0,0,0,0,0,0,0,0,0,0,0,0.403457102,0,0,0,0,0,0,0,0,0,0,0,0.052672676,0,0.099475009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143925938,0,0,0.22621784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774315726,0,0,0.104093118,0,0,0.262483237,0,0,0.173703693,0.107423271,0,0,0,0.024563431
blaOXA-198,0.139422654,0,0,0,0.051338331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623038013,0.125575326,0,0,0,0.110552537,1.242917019,0,0,0,0.320902424,1.847647591,0,0.056037903,0.082541602,0,0,0,0.099206686,0,0,0,0.480763714,0,0,0,0,0.151040148,0,1.894307444,0,0,0,0,0.131158735,0,0,0,0,0,0.080256278,0,0.20092829,0,0,0,0,0,0.476232445,0.109238405,0,0,0,0,0.143930676,0,0,0,0,0,0
